i_term_essT,i_term_chillTrfg,i_term_evapTrfg,i_term_condTrfg,i_term_Tcab,essQheat,essT,essTcool,essTcoolin,essTcoolout,essmdotcool,coolmdot,coolPpump,rfgPpump,rfgPcomp,chillmdotrfg,chillTcool,chillTcoolin,chillTcoolout,chillTw,chillTrfg,resTrfgout,chillTrfgout,radmdotcool,radmdotair,radTcool,radTcoolin,radTcoolout,radTw,radTair,radTairin,radTairout,plowrfg,phighrfg,evapmdotrfg,evapmdotair,evaphrfg,evaphrfgin,evaphrfgout,chillhrfg,chillhrfgout,mixhrfg,condhrfg,condhrfgin,condhrfgout,evapTrfg,evapTrfgin,evapTrfgout,evapTw,evapTair,evapTairout,evapPfanair,condTrfg,condTrfgin,condTrfgout,condTw,condTair,condTairout,condmdotair,resTrfg,reshrfg,cabTair,cabTairout,cabmdotair,cabTw,rfgNcomp
0.07050589476403107,0.41917604823166915,11.692618129677497,0.009600646575066065,199.09724035236547,0.0,297.995241543079,297.31091475088465,277.23556050888146,297.31091475088465,0.00263046820368563,0.00263046820368563,1.9991558348010787,0.0,598.1466478292061,0.002610027610965501,277.21058587967843,297.36538218929354,277.21058587967843,265.02093127054684,263.07372753976694,0.0,266.052389547997,0.00263046820368563,0.0001,297.36538218929354,297.31091475088465,297.36538218929354,297.40165869916933,297.47226471051084,308.0,286.9445294210217,200000.0,1400000.0,0.0,0.0,320652.07677811367,245797.3561163058,395506.79743992153,320478.09914771165,395158.8421791175,395158.84217911743,342186.7793756368,416757.3323963387,267616.22635493486,263.07372753976694,263.07372753976694,266.46101469423286,263.07372753976694,263.07372753976694,263.07372753976694,0.0,325.57235906833,325.57235906833,320.59176995114547,325.48336346054197,323.48240655343614,338.9648131068723,0.01156173973024849,263.07372753976694,267965.3143051962,366.26333333332195,0.0,0.0,308.0,0.41708897019741004
