i_term_essT,i_term_chillTrfg,i_term_evapTrfg,i_term_condTrfg,i_term_Tcab,essQheat,essT,essTcool,essTcoolin,essTcoolout,essmdotcool,coolmdot,coolPpump,rfgPpump,rfgPcomp,chillmdotrfg,chillTcool,chillTcoolin,chillTcoolout,chillTw,chillTrfg,resTrfgout,chillTrfgout,radmdotcool,radmdotair,radTcool,radTcoolin,radTcoolout,radTw,radTair,radTairin,radTairout,plowrfg,phighrfg,evapmdotrfg,evapmdotair,evaphrfg,evaphrfgin,evaphrfgout,chillhrfg,chillhrfgout,mixhrfg,condhrfg,condhrfgin,condhrfgout,evapTrfg,evapTrfgin,evapTrfgout,evapTw,evapTair,evapTairout,evapPfanair,condTrfg,condTrfgin,condTrfgout,condTw,condTair,condTairout,condmdotair,resTrfg,reshrfg,cabTair,cabTairout,cabmdotair,cabTw,rfgNcomp
0.077550344475062,0.23101969131654498,31.436745835001094,0.0046631989773241985,532.6322111856349,0.0,297.98957363964547,297.57175968276204,271.0800034127918,297.57175968276204,0.0014494326797989713,0.0014494326797989713,1.1015688366472183,0.0,342.27091001060893,0.0014465579705959166,271.0701284733469,297.72152220977176,271.0701284733469,264.15322284651614,263.07372753976694,0.0,266.074518519237,0.0014494326797989713,0.0001,297.72152220977176,297.57175968276204,297.72152220977176,297.7498357725292,297.81812223275483,308.0,287.6362444655097,200000.0,1400000.0,0.0,0.0,320526.93804953987,245546.49590484216,395507.3801942376,320362.0919106884,395177.6879165346,395177.6879165346,341852.76000632514,416099.7061906817,267605.81382196856,263.07372753976694,263.07372753976694,266.46169914464633,263.07372753976694,263.07372753976694,263.07372753976694,0.0,325.57235906833,325.57235906833,320.5850179229394,325.52399753968865,324.4351717596682,340.8703435193364,0.005927162113193715,263.07372753976694,267510.00482456,366.263333333322,0.0,0.0,308.0,0.23116359832818686
