soc,fcKwOutAch,essKwOutAch,mcMechKwOutAch,auxInKw,mcElecKwInAch,mpgge,transKwInAch,mcMechKw4ForcedFc,canPowerAllElectrically,fuelKg,fuelKgAch,mphAch,speed
89.95484869668049,0,-11.526524674239981,-13.382414402545432,0.25,-11.776524674239981,0,-13.382414402545432,-13.382414402545432,1,0.0,0.0,14.899999999709198,6.661004068
89.95415092434088,0,1.8555103487085896,1.364683796402301,0.25,1.6055103487085896,0,1.364683796402301,1.364683796402301,1,0.0,0.0,14.899999999709198,6.661004068
89.95250916977106,0,4.3657399719958905,3.498378976196507,0.25,4.1157399719958905,0,3.498378976196507,3.498378976196507,1,0.0,0.0,15.2000000000036,6.795118244
89.95083368492988,0,4.455435226487743,3.5746199425145813,0.25,4.205435226487743,0,3.5746199425145813,3.5746199425145813,1,0.0,0.0,15.500000000298,6.92923242
89.9484595788639,0,6.313202923533253,5.153722485003265,0.25,6.063202923533253,0,5.153722485003265,5.153722485003265,1,0.0,0.0,15.9999999992974,7.152756046
89.94400378744044,0,11.848803153525195,10.090958743566919,0.25,11.598803153525195,0,10.090958743566919,10.090958743566919,1,0.0,0.0,17.0999999988856,7.644508024
89.93608842413039,0,21.04846767638272,18.718620908744448,0.25,20.79846767638272,0,18.718620908744448,18.718620908744448,1,0.0,0.0,19.099999999357,8.53860253
89.92732715540713,0,23.297892251031893,20.858342487183865,0.25,23.047892251031893,0,20.858342487183865,20.858342487183865,1,0.0,0.0,21.0999999998284,9.432697036
89.91942117968722,0,21.023504275454503,18.696153847909052,0.25,20.773504275454503,0,18.696153847909052,18.696153847909052,1,0.0,0.0,22.699999998416,10.14797264
89.9173178297671,0,5.593210453096334,4.541728885131883,0.25,5.343210453096334,0,4.541728885131883,4.541728885131883,1,0.0,0.0,22.899999997121,10.23738209
89.91710617586479,0,0.5628282804999245,0.2659040384249359,0.25,0.31282828049992456,0,0.2659040384249359,0.2659040384249359,1,0.0,0.0,22.699999998416,10.14797264
89.91642865805846,0,1.8016496638242663,1.3189022142506264,0.25,1.5516496638242663,0,1.3189022142506264,1.3189022142506264,1,0.0,0.0,22.600000010248,10.10326792
89.91965380034321,0,-8.841516797217727,-10.450019307146812,0.25,-9.091516797217727,0,-10.450019307146812,-10.450019307146812,1,0.0,0.0,21.3000000007703,9.522106487
89.92558528016438,0,-16.260764282977483,-18.55142054267133,0.25,-16.510764282977483,0,-18.55142054267133,-18.55142054267133,1,0.0,0.0,19.000000000004498,8.493897805
89.92982609436832,0,-11.625914985349215,-13.495357937896836,0.25,-11.875914985349215,0,-13.495357937896836,-13.495357937896836,1,0.0,0.0,17.0999999988856,7.644508024
89.93223932909157,0,-6.615725278936595,-7.983401487135576,0.25,-6.865725278936595,0,-7.983401487135576,-7.983401487135576,1,0.0,0.0,15.800000000592398,7.063346596
89.9314961123774,0,1.9763556481402476,1.4674023009192103,0.25,1.7263556481402476,0,1.4674023009192103,1.4674023009192103,1,0.0,0.0,15.800000000592398,7.063346596
89.9244300762467,0,18.78994396990601,16.500550133216347,0.25,18.53994396990601,0,16.500550133216347,16.500550133216347,1,0.0,0.0,17.6999999994744,7.912736376
89.91590464484796,0,22.670755617193397,20.290783833560024,0.25,22.420755617193397,0,20.290783833560024,20.290783833560024,1,0.0,0.0,19.7999999992983,8.851535607
89.90763624662345,0,21.987255157632543,19.563529641869287,0.25,21.737255157632543,0,19.563529641869287,19.563529641869287,1,0.0,0.0,21.600000001064696,9.656220663
89.89954228106251,0,21.5234052828588,19.14606475457292,0.25,21.2734052828588,0,19.14606475457292,19.14606475457292,1,0.0,0.0,23.200000006363,10.37149627
89.89361245587288,0,15.768541372144439,13.656316407487106,0.25,15.518541372144439,0,13.656316407487106,13.656316407487106,1,0.0,0.0,24.199999999888,10.81854352
89.89035520475294,0,8.661654838425225,7.234023161045694,0.25,8.411654838425225,0,7.234023161045694,7.234023161045694,1,0.0,0.0,24.599999997298,10.99736242
89.8875513292401,0,7.456042229341781,6.1971963172339315,0.25,7.206042229341781,0,6.1971963172339315,6.1971963172339315,1,0.0,0.0,24.900000006539997,11.1314766
89.88572335839517,0,4.8609247277897065,3.919286018621251,0.25,4.6109247277897065,0,3.919286018621251,3.919286018621251,1,0.0,0.0,24.999999994708,11.17618132
89.88619436162588,0,-1.291224575026032,-1.8132053823835672,0.25,-1.541224575026032,0,-1.8132053823835672,-1.8132053823835672,1,0.0,0.0,24.599999997298,10.99736242
89.88542262977532,0,2.052182859444832,1.531855430528107,0.25,1.8021828594448317,0,1.531855430528107,1.531855430528107,1,0.0,0.0,24.500000009129998,10.9526577
89.8831174944007,0,6.12979664002444,4.997827144020774,0.25,5.87979664002444,0,4.997827144020774,4.997827144020774,1,0.0,0.0,24.700000007834998,11.04206715
89.88130848117812,0,4.8105127774800005,3.8764358608580003,0.25,4.5605127774800005,0,3.8764358608580003,3.8764358608580003,1,0.0,0.0,24.799999996003,11.08677187
89.8805262107453,0,2.08020696895632,1.5556759236128719,0.25,1.8302069689563198,0,1.5556759236128719,1.5556759236128719,1,0.0,0.0,24.700000007834998,11.04206715
89.8797492249224,0,2.0661541786226403,1.543731051829244,0.25,1.81615417862264,0,1.543731051829244,1.543731051829244,1,0.0,0.0,24.599999997298,10.99736242
89.87846460976918,0,3.416037833005982,2.6911321580550847,0.25,3.166037833005982,0,2.6911321580550847,2.6911321580550847,1,0.0,0.0,24.599999997298,10.99736242
89.87467139036454,0,10.086897202346995,8.558100566041885,0.25,9.836897202346995,0,8.558100566041885,8.558100566041885,1,0.0,0.0,25.100000005245,11.22088605
89.87079095884592,0,10.318810923890503,8.759865503784738,0.25,10.068810923890503,0,8.759865503784738,8.759865503784738,1,0.0,0.0,25.599999990823,11.44440967
89.86889566019148,0,5.0399622736021765,4.07146793256185,0.25,4.7899622736021765,0,4.07146793256185,4.07146793256185,1,0.0,0.0,25.70000000136,11.4891144
89.8690210095909,0,-0.34363718639920016,-0.6983966898814119,0.25,-0.5936371863992002,0,-0.6983966898814119,-0.6983966898814119,1,0.0,0.0,25.399999992118,11.35500022
89.86983808219219,0,-2.239951137376591,-2.929354279266578,0.25,-2.489951137376591,0,-2.929354279266578,-2.929354279266578,1,0.0,0.0,24.900000006539997,11.1314766
89.86801011134725,0,4.8609247277897065,3.919286018621251,0.25,4.6109247277897065,0,3.919286018621251,3.919286018621251,1,0.0,0.0,24.999999994708,11.17618132
89.86462882750217,0,8.991481619916842,7.517674193128484,0.25,8.741481619916842,0,7.517674193128484,7.517674193128484,1,0.0,0.0,25.399999992118,11.35500022
89.86016607167875,0,11.86732282747583,10.107070859903972,0.25,11.61732282747583,0,10.107070859903972,10.107070859903972,1,0.0,0.0,26.000000010601998,11.62322858
89.8587758297544,0,3.6969196561831383,2.9298817077556674,0.25,3.4469196561831383,0,2.9298817077556674,2.9298817077556674,1,0.0,0.0,26.000000010601998,11.62322858
89.8588983158756,0,-0.3357876963146975,-0.68916199566435,0.25,-0.5857876963146975,0,-0.68916199566435,-0.68916199566435,1,0.0,0.0,25.70000000136,11.4891144
89.85540689242183,0,9.284363943037954,7.769552991012641,0.25,9.034363943037954,0,7.769552991012641,7.769552991012641,1,0.0,0.0,26.09999999877,11.6679333
89.85080580310122,0,12.235178102056494,10.42710494878915,0.25,11.985178102056494,0,10.42710494878915,10.42710494878915,1,0.0,0.0,26.699999994885,11.93616165
89.84503172195116,0,15.354388129391685,13.291861553864683,0.25,15.104388129391685,0,13.291861553864683,13.291861553864683,1,0.0,0.0,27.499999989705,12.29379945
89.83751214264737,0,19.99600216893507,17.771401952041565,0.25,19.74600216893507,0,17.771401952041565,17.771401952041565,1,0.0,0.0,28.599999993767,12.78555143
89.83187070945033,0,15.001651806168422,12.981453589428211,0.25,14.751651806168422,0,12.981453589428211,12.981453589428211,1,0.0,0.0,29.300000000419,13.09848451
89.82722607166136,0,12.350981823544101,10.527854186483369,0.25,12.100981823544101,0,10.527854186483369,10.527854186483369,1,0.0,0.0,29.800000008366,13.32200814
89.8236797346798,0,9.43038953513461,7.895135000215765,0.25,9.18038953513461,0,7.895135000215765,7.895135000215765,1,0.0,0.0,30.099999995239,13.45612231
89.82008771484932,0,9.551868983545011,7.999607325848709,0.25,9.301868983545011,0,7.999607325848709,7.999607325848709,1,0.0,0.0,30.400000004481,13.59023649
89.81644968049864,0,9.67423040946767,8.104838152142197,0.25,9.42423040946767,0,8.104838152142197,8.104838152142197,1,0.0,0.0,30.699999991354,13.72435066
89.81465691079525,0,4.767318147582922,3.839720425445484,0.25,4.517318147582922,0,3.839720425445484,3.839720425445484,1,0.0,0.0,30.699999991354,13.72435066
89.81414295876763,0,1.3666969179748438,0.9491923802786173,0.25,1.1166969179748438,0,0.9491923802786173,0.9491923802786173,1,0.0,0.0,30.499999992648995,13.63494121
89.81300519591852,0,3.02552941857245,2.3592000057865827,0.25,2.77552941857245,0,2.3592000057865827,2.3592000057865827,1,0.0,0.0,30.400000004481,13.59023649
89.81187465492654,0,3.006325116671336,2.3428763491706355,0.25,2.756325116671336,0,2.3428763491706355,2.3428763491706355,1,0.0,0.0,30.299999993944,13.54553176
89.80948505734318,0,6.354397836515587,5.188738161038249,0.25,6.104397836515587,0,5.188738161038249,5.188738161038249,1,0.0,0.0,30.400000004481,13.59023649
89.80526002303043,0,11.235175781606646,9.557102929997782,0.25,10.985175781606646,0,9.557102929997782,9.557102929997782,1,0.0,0.0,30.800000001891,13.76905539
89.80572916215618,0,-1.2861142530741925,-1.8071932389108147,0.25,-1.5361142530741925,0,-1.8071932389108147,-1.8071932389108147,1,0.0,0.0,30.400000004481,13.59023649
89.80661374648157,0,-2.4250301168406256,-3.1470942551066186,0.25,-2.6750301168406256,0,-3.1470942551066186,-3.1470942551066186,1,0.0,0.0,29.899999996534,13.36671286
89.807088264509,0,-1.3008601604908168,-1.824541365283314,0.25,-1.5508601604908168,0,-1.824541365283314,-1.824541365283314,1,0.0,0.0,29.499999999124,13.18789396
89.80358728144499,0,9.30978477828411,7.791414909324334,0.25,9.05978477828411,0,7.791414909324334,7.791414909324334,1,0.0,0.0,29.800000008366,13.32200814
89.79884765670391,0,12.603570329331522,10.747606186518423,0.25,12.353570329331522,0,10.747606186518423,10.747606186518423,1,0.0,0.0,30.299999993944,13.54553176
89.79463986591172,0,11.18932195643824,9.517210102101268,0.25,10.93932195643824,0,9.517210102101268,9.517210102101268,1,0.0,0.0,30.699999991354,13.72435066
89.79159466361581,0,8.09777638530308,6.749087691360648,0.25,7.84777638530308,0,6.749087691360648,6.749087691360648,1,0.0,0.0,30.899999990059,13.81376011
89.78913627907279,0,6.537315542330404,5.344218210980843,0.25,6.287315542330404,0,5.344218210980843,5.344218210980843,1,0.0,0.0,31.000000000596,13.85846484
89.78796184186083,0,3.123053576392339,2.442095539933488,0.25,2.873053576392339,0,2.442095539933488,2.442095539933488,1,0.0,0.0,30.899999990059,13.81376011
89.78884997174197,0,-2.434750026163614,-3.1585294425454284,0.25,-2.684750026163614,0,-3.1585294425454284,-3.1585294425454284,1,0.0,0.0,30.400000004481,13.59023649
89.79014599076548,0,-3.5529514527295194,-4.474060532622964,0.25,-3.8029514527295194,0,-4.474060532622964,-4.474060532622964,1,0.0,0.0,29.800000008366,13.32200814
89.78781268504314,0,6.204706992211817,5.061500943380045,0.25,5.954706992211817,0,5.061500943380045,5.061500943380045,1,0.0,0.0,29.899999996534,13.36671286
89.78425115703368,0,9.470785388998994,7.9298754345391345,0.25,9.220785388998994,0,7.9298754345391345,7.9298754345391345,1,0.0,0.0,30.200000005776,13.50082704
89.77943489141941,0,12.807373096094926,10.924914593602585,0.25,12.557373096094926,0,10.924914593602585,10.924914593602585,1,0.0,0.0,30.699999991354,13.72435066
89.77452199791259,0,13.064325176896366,11.148462903899839,0.25,12.814325176896366,0,11.148462903899839,11.148462903899839,1,0.0,0.0,31.199999999301,13.94787429
89.76892660886925,0,14.879211579090118,12.873706189599304,0.25,14.629211579090118,0,12.873706189599304,12.873706189599304,1,0.0,0.0,31.799999995416,14.21610264
89.76445623794139,0,11.887572849204371,10.124688378807804,0.25,11.637572849204371,0,10.124688378807804,10.124688378807804,1,0.0,0.0,32.199999992826,14.39492154
89.76120518268587,0,8.645178847692124,7.219853809015226,0.25,8.395178847692124,0,7.219853809015226,7.219853809015226,1,0.0,0.0,32.399999991531,14.48433099
89.76059688845457,0,1.6175709141815406,1.1624352770543096,0.25,1.3675709141815406,0,1.1624352770543096,1.1624352770543096,1,0.0,0.0,32.199999992826,14.39492154
89.7614912936225,0,-2.4519533148213615,-3.17876860567219,0.25,-2.7019533148213615,0,-3.17876860567219,-3.17876860567219,1,0.0,0.0,31.700000007248,14.17139792
89.77411974034685,0,-34.62006137354366,-37.738161659679285,0.25,-34.87006137354366,0,-37.738161659679285,-37.738161659679285,1,0.0,0.0,28.599999993767,12.78555143
89.78624592276036,0,-33.24313659043972,-36.32661235405609,0.25,-33.49313659043972,0,-36.32661235405609,-36.32661235405609,1,0.0,0.0,25.30000000395,11.3102955
89.79691081054249,0,-29.237092860159834,-32.05118789147808,0.25,-29.487092860159834,0,-32.05118789147808,-32.05118789147808,1,0.0,0.0,22.0000000007116,9.835039564
89.80601714806335,0,-24.96442917659597,-27.70816393032524,0.25,-25.21442917659597,0,-27.70816393032524,-27.70816393032524,1,0.0,0.0,18.6999999997101,8.359783629
89.8136199739946,0,-20.842650414381257,-23.30679603799034,0.25,-21.092650414381257,0,-23.30679603799034,-23.30679603799034,1,0.0,0.0,15.4000000009455,6.884527695
89.8196492972398,0,-16.528995635463527,-18.85280408479048,0.25,-16.778995635463527,0,-18.85280408479048,-18.85280408479048,1,0.0,0.0,12.099999999944,5.40927176
89.82414282168473,0,-12.318703595337306,-14.282617721974212,0.25,-12.568703595337306,0,-14.282617721974212,-14.282617721974212,1,0.0,0.0,8.7999999989425,3.934015825
89.82672286323299,0,-7.073015288163452,-8.515134056004014,0.25,-7.323015288163452,0,-8.515134056004014,-8.515134056004014,1,0.0,0.0,5.5000000001779,2.458759891
89.82695390288895,0,-0.6333801174428775,-1.0392707264033854,0.25,-0.8833801174428775,0,-1.0392707264033854,-1.0392707264033854,1,0.0,0.0,2.1999999991764,0.983503956
89.82686483880028,0,0.23683847701753963,-0.01548414468524748,0.25,-0.013161522982460358,0,-0.01548414468524748,-0.01548414468524748,1,0.0,0.0,0.0,0.0
89.8267708252665,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82667681173268,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82658279819888,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82648878466509,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82639477113128,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82630075759748,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82620674406367,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82611273052987,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82601871699607,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82592470346226,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82583068992847,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82573667639467,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82564266286086,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82554864932706,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82545463579325,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82536062225945,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82526660872566,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82517259519184,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82507858165806,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82498456812425,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82489055459045,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82479654105666,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82470252752285,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82460851398905,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82451450045524,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82442048692144,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82432647338764,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82423245985383,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82413844632003,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82404443278624,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82395041925243,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82385640571863,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82376239218482,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82366837865102,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82357436511722,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82348035158341,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82338633804962,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82329232451582,0,0.25,0.0,0.25,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0
89.82200947383377,0,3.41134576603307,2.6871439011281097,0.25,3.16134576603307,0,2.6871439011281097,2.6871439011281097,1,0.0,0.0,3.3000000010015,1.475255935
89.81838822905999,0,9.62958370750281,8.066441988452416,0.25,9.37958370750281,0,8.066441988452416,8.066441988452416,1,0.0,0.0,6.5999999997661,2.950511869
89.81254196713545,0,15.546330639090247,13.460770962399417,0.25,15.296330639090247,0,13.460770962399417,13.460770962399417,1,0.0,0.0,9.9000000007676,4.425767804
89.80455911026817,0,21.227945977156697,18.880151379441028,0.25,20.977945977156697,0,18.880151379441028,18.880151379441028,1,0.0,0.0,13.1999999995322,5.901023738
89.79440891166533,0,26.99132292886446,24.334603865266658,0.25,26.74132292886446,0,24.334603865266658,24.334603865266658,1,0.0,0.0,16.5000000005337,7.376279673
89.78212005564961,0,32.67842277028398,29.834148948661262,0.25,32.42842277028398,0,29.834148948661262,29.834148948661262,1,0.0,0.0,19.7999999992983,8.851535607
89.7714362518092,0,28.41028149779374,25.76665757048127,0.25,28.16028149779374,0,25.76665757048127,25.76665757048127,1,0.0,0.0,22.1999999994166,9.924449014
89.76086033436613,0,28.123390895447837,25.364785714857533,0.25,27.873390895447837,0,25.364785714857533,25.364785714857533,1,0.0,0.0,24.300000010425,10.86324825
89.75229656379446,0,22.772706824095298,20.383049675806244,0.25,22.522706824095298,0,20.383049675806244,20.383049675806244,1,0.0,0.0,25.799999989528,11.53381912
89.74775494869333,0,12.077024756840109,10.289511538450894,0.25,11.827024756840109,0,10.289511538450894,10.289511538450894,1,0.0,0.0,26.400000008012,11.80204748
89.74930106805095,0,-4.238585173630654,-5.280688439565476,0.25,-4.488585173630654,0,-5.280688439565476,-5.280688439565476,1,0.0,0.0,25.70000000136,11.4891144
89.75047033451176,0,-3.2054675859146946,-4.0652559834290525,0.25,-3.4554675859146946,0,-4.0652559834290525,-4.0652559834290525,1,0.0,0.0,25.100000005245,11.22088605
89.75094192634285,0,-1.2928381843994978,-1.8151037463523505,0.25,-1.5428381843994978,0,-1.8151037463523505,-1.8151037463523505,1,0.0,0.0,24.700000007834998,11.04206715
89.7481245972823,0,7.4918177904681444,6.227963299802604,0.25,7.2418177904681444,0,6.227963299802604,6.227963299802604,1,0.0,0.0,24.999999994708,11.17618132
89.74576169617177,0,6.283406800094768,5.128395780080552,0.25,6.033406800094768,0,5.128395780080552,5.128395780080552,1,0.0,0.0,25.199999993412998,11.26559077
89.74337547288224,0,6.345424942739504,5.181111201328578,0.25,6.095424942739504,0,5.181111201328578,5.181111201328578,1,0.0,0.0,25.399999992118,11.35500022
89.73993143915632,0,9.158345576397858,7.661177195702158,0.25,8.908345576397858,0,7.661177195702158,7.661177195702158,1,0.0,0.0,25.799999989528,11.53381912
89.73135541695989,0,22.80528624182171,20.41253404884865,0.25,22.55528624182171,0,20.41253404884865,20.41253404884865,1,0.0,0.0,27.200000002832,12.15968528
89.7329364082357,0,-4.33418425835463,-5.393157951005446,0.25,-4.58418425835463,0,-5.393157951005446,-5.393157951005446,1,0.0,0.0,26.499999996179998,11.8467522
89.7412166558173,0,-22.69975759646109,-25.219513842264934,0.25,-22.94975759646109,0,-25.219513842264934,-25.219513842264934,1,0.0,0.0,24.000000001183,10.72913407
89.74463276279408,0,-9.365034020147801,-11.051763241549196,0.25,-9.615034020147801,0,-11.051763241549196,-11.051763241549196,1,0.0,0.0,22.699999998416,10.14797264
89.75409884730587,0,-25.950652041305887,-28.63459239486982,0.25,-26.200652041305887,0,-28.63459239486982,-28.63459239486982,1,0.0,0.0,19.399999999651396,8.672716706
89.75788482569598,0,-10.379012327159247,-12.217255548458905,0.25,-10.629012327159247,0,-12.217255548458905,-12.217255548458905,1,0.0,0.0,17.6999999994744,7.912736376
89.75850144420713,0,-1.6904193496835225,-2.2828462937453207,0.25,-1.9404193496835225,0,-2.2828462937453207,-2.2828462937453207,1,0.0,0.0,17.200000000475,7.68921275
